id_event,clock_time,details,number_of_shots_fired,time_day,type_of_gun
3478,9 a.m,100 block of Marquette Avenue South,,morning,
3479,,Fayette County,,,
3480,2:20 a.m.,West Fourth and Wilcox streets ,twice,,
3481,2:00 a.m, 1201 at Green Hill Apartments,multiple,,
3482,11:30 p.m,5200 block of Charles Street,,night,
3483,8:30 p.m.,15000 block of Swiss Road,,night ,
3484,5 a.m. ,12th Street Southwest and Princeton Avenue,,,
3485,,Sedgefield Apartments on Second Loop Road,,night,
3486,7:05 p.m,area of Route 28 and Harrison Boulevard,,night,
3487,6 p.m,400 block of Buren Street,,,
3488,9:30 p.m. ,1500 block of Ridge Avenue,multiple ,night,
3489,10 p.m,home on Ferguson,,night,
3490,9:30 p.m,300 block of Poplar Street,,night,
3491,,Village Drive,,,
3492,2 p.m. ,5000 block of Lonsdale Place,,,
3493,,Franklin County ,one ,,
3494,9 a.m. ,Freeland Street at Beltzhoover Avenue in the city's Allentown neighborhood,,morning,
3495,1 p.m,4200 block of Rickenbacker Avenue,,1100 block of Duxberry Avenue,
3496,6:30 p.m.,,a shot,,
3497,,,,,
3498, 7:15 p.m,"18600 block of Sage Way, near Cinnamon Drive",,night,
3499,6:45 p.m.,700 block of Linnard St. ,,evening ,
3500,2 a.m,2600 block of Oak St.,,morning ,
3501,3:30 p.m,1100 block of Atagahi Trail,,,12-gauge shotgun
3502,,outside of Michiana Supply Company,,,
3503,,intersection of Woodbine Street and Rosemere Street,,,
3504,1:30 a.m,700 block of El Toro Drive,multiple,morning,
3505,11:30 p.m. ,home along Leonard Street,,,
3506,,Quarry Road home,,evening, pistol
3507,8:30 p.m.,"Harrison Township Fire Department, on Rt. 752",,night,
3508,2:30 a.m,Gold Dust West Casino is located at 444 Vine St,,,
3509,,residential neighborhood.,,morning,
3510,1 p.m,Oakhaven Park,,,
3511,3:25 p.m,700 block of West Luzerne Street,,,
3512,9:15 a.m,,,,
3513,2 a.m,3700 block of North Pearl Street,,,
3514,,,,morning,
3515,1 a.m,apartment on Rogers Avenue,Several,morning,
3516,,,,,
3517,,6800 block of S. I-35 Service Rd. ,,morning,
3518,,,,,
3519,2:30a.m, 74 Garden street,,morning,
3520,10 p.m,Wal-Mart,,,black handgun
3521,,,,,
3522,,,,,
3523,5:20 a.m,Carriage House Lane between Lippincott and Thomas Avenues,,,
3524,11:20 p.m.,1600 block of Rowan Street in the Nicetown section of the city,,,
